file_name,frame,center_x,center_y,aspect_ratio,velocity_x,velocity_y,acceleration_x,acceleration_y,fall_label
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,53,85.5,81.0,0.4552238805970149,0.0,0.0,-5.5,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,54,84.0,82.5,0.42962962962962964,-1.5,1.5,-1.5,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,55,84.0,82.5,0.42962962962962964,0.0,0.0,1.5,-1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,56,84.5,77.5,0.472,0.5,-5.0,0.5,-5.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,57,89.0,82.0,0.4090909090909091,4.5,4.5,4.0,9.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,58,94.0,80.0,0.45454545454545453,5.0,-2.0,0.5,-6.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,59,93.0,78.0,0.4393939393939394,-1.0,-2.0,-6.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,60,96.0,79.5,0.45112781954887216,3.0,1.5,4.0,3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,61,98.5,78.0,0.39552238805970147,2.5,-1.5,-0.5,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,62,98.0,82.0,0.39705882352941174,-0.5,4.0,-3.0,5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,63,99.5,80.5,0.40425531914893614,1.5,-1.5,2.0,-5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,64,99.5,80.5,0.40425531914893614,0.0,0.0,-1.5,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,65,101.5,81.0,0.37857142857142856,2.0,0.5,2.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,66,101.5,81.0,0.37857142857142856,0.0,0.0,-2.0,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,67,104.5,81.0,0.31690140845070425,3.0,0.0,3.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,68,104.5,81.0,0.31690140845070425,0.0,0.0,-3.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,69,106.5,83.0,0.3402777777777778,2.0,2.0,2.0,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,70,106.5,83.0,0.3402777777777778,0.0,0.0,-2.0,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,71,108.0,81.0,0.34285714285714286,1.5,-2.0,1.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,72,108.0,81.0,0.34285714285714286,0.0,0.0,-1.5,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,73,111.0,80.5,0.3795620437956204,3.0,-0.5,3.0,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,74,111.0,80.5,0.3795620437956204,0.0,0.0,-3.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,75,110.5,77.5,0.3237410071942446,-0.5,-3.0,-0.5,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,76,110.5,78.0,0.375,0.0,0.5,0.5,3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,77,110.5,79.5,0.381294964028777,0.0,1.5,0.0,1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,78,114.0,79.0,0.3188405797101449,3.5,-0.5,3.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,79,109.5,74.5,0.3893129770992366,-4.5,-4.5,-8.0,-4.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,80,113.0,75.5,0.32116788321167883,3.5,1.0,8.0,5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,81,113.5,77.0,0.3409090909090909,0.5,1.5,-3.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,82,116.5,73.0,0.33076923076923076,3.0,-4.0,2.5,-5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,83,114.0,75.5,0.366412213740458,-2.5,2.5,-5.5,6.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,84,118.0,73.5,0.35555555555555557,4.0,-2.0,6.5,-4.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,85,118.0,73.5,0.35555555555555557,0.0,0.0,-4.0,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,86,119.0,70.5,0.40601503759398494,1.0,-3.0,1.0,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,87,122.0,74.0,0.373134328358209,3.0,3.5,2.0,6.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,88,122.0,73.0,0.4153846153846154,0.0,-1.0,-3.0,-4.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,89,121.0,72.5,0.44274809160305345,-1.0,-0.5,-1.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,90,124.0,70.0,0.4461538461538462,3.0,-2.5,4.0,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,91,124.0,70.0,0.4461538461538462,0.0,0.0,-3.0,2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,92,125.0,71.0,0.4307692307692308,1.0,1.0,1.0,1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,93,125.0,71.0,0.4307692307692308,0.0,0.0,-1.0,-1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,94,125.0,74.5,0.4628099173553719,0.0,3.5,0.0,3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,95,127.5,73.5,0.4634146341463415,2.5,-1.0,2.5,-4.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,96,128.5,73.5,0.4214876033057851,1.0,0.0,-1.5,1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,97,131.0,73.5,0.4297520661157025,2.5,0.0,1.5,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,98,130.5,72.5,0.4957983193277311,-0.5,-1.0,-3.0,-1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,99,130.0,74.5,0.42276422764227645,-0.5,2.0,0.0,3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,100,133.0,74.5,0.39669421487603307,3.0,0.0,3.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,101,133.0,76.0,0.4915254237288136,0.0,1.5,-3.0,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,102,132.5,75.5,0.4188034188034188,-0.5,-0.5,-0.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,103,134.5,77.0,0.4491525423728814,2.0,1.5,2.5,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,104,133.0,80.5,0.46956521739130436,-1.5,3.5,-3.5,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,105,131.5,81.0,0.49107142857142855,-1.5,0.5,0.0,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,106,137.0,79.5,0.47706422018348627,5.5,-1.5,7.0,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,107,137.5,84.0,0.5288461538461539,0.5,4.5,-5.0,6.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,108,133.5,86.0,0.49038461538461536,-4.0,2.0,-4.5,-2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,109,135.0,86.5,0.5631067961165048,1.5,0.5,5.5,-1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,110,137.0,86.5,0.6262626262626263,2.0,0.0,0.5,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,111,135.5,86.0,0.59,-1.5,-0.5,-3.5,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,112,139.0,89.0,0.6170212765957447,3.5,3.0,5.0,3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,113,140.5,88.0,0.5520833333333334,1.5,-1.0,-2.0,-4.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,114,137.5,89.0,0.6063829787234043,-3.0,1.0,-4.5,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,115,141.5,91.5,0.6082474226804123,4.0,2.5,7.0,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,116,140.5,92.5,0.6,-1.0,1.0,-5.0,-1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,117,137.5,90.5,0.5789473684210527,-3.0,-2.0,-2.0,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,118,138.5,94.0,0.5729166666666666,1.0,3.5,4.0,5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,119,143.0,92.0,0.6086956521739131,4.5,-2.0,3.5,-5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,120,141.0,92.0,0.5957446808510638,-2.0,0.0,-6.5,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,121,140.0,91.0,0.5531914893617021,-1.0,-1.0,1.0,-1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,122,141.0,90.0,0.58,1.0,-1.0,2.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,123,139.5,88.5,0.4666666666666667,-1.5,-1.5,-2.5,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,124,143.5,90.0,0.51,4.0,1.5,5.5,3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,125,144.0,89.5,0.45714285714285713,0.5,-0.5,-3.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,126,143.5,88.5,0.4563106796116505,-0.5,-1.0,-1.0,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,127,141.0,87.0,0.49019607843137253,-2.5,-1.5,-2.0,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,128,146.0,89.0,0.35185185185185186,5.0,2.0,7.5,3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,129,144.5,88.5,0.44954128440366975,-1.5,-0.5,-6.5,-2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,130,145.5,86.0,0.46226415094339623,1.0,-2.5,2.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,131,144.5,89.5,0.43119266055045874,-1.0,3.5,-2.0,6.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,132,146.0,84.5,0.3893805309734513,1.5,-5.0,2.5,-8.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,133,146.0,89.0,0.39285714285714285,0.0,4.5,-1.5,9.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,134,143.5,89.0,0.4017857142857143,-2.5,0.0,-2.5,-4.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,135,143.0,86.5,0.4380952380952381,-0.5,-2.5,2.0,-2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,136,145.0,81.5,0.48598130841121495,2.0,-5.0,2.5,-2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,137,146.5,86.5,0.415929203539823,1.5,5.0,-0.5,10.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,138,145.5,86.0,0.46226415094339623,-1.0,-0.5,-2.5,-5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,139,147.0,86.0,0.4339622641509434,1.5,0.0,2.5,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,140,147.0,86.0,0.37037037037037035,0.0,0.0,-1.5,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,141,146.0,84.5,0.42201834862385323,-1.0,-1.5,-1.0,-1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,142,146.0,83.5,0.45871559633027525,0.0,-1.0,1.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,143,144.5,86.5,0.4392523364485981,-1.5,3.0,-1.5,4.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,144,143.5,87.5,0.43119266055045874,-1.0,1.0,0.5,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,145,145.5,88.5,0.3333333333333333,2.0,1.0,3.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,146,146.5,88.0,0.4298245614035088,1.0,-0.5,-1.0,-1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,147,148.5,86.5,0.40540540540540543,2.0,-1.5,1.0,-1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,148,146.0,87.5,0.4247787610619469,-2.5,1.0,-4.5,2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,149,146.0,85.5,0.45714285714285713,0.0,-2.0,2.5,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,150,146.0,85.0,0.46,0.0,-0.5,0.0,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,151,144.0,87.5,0.44036697247706424,-2.0,2.5,-2.0,3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,152,145.5,84.5,0.46788990825688076,1.5,-3.0,3.5,-5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,153,146.5,88.5,0.4017094017094017,1.0,4.0,-0.5,7.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,154,146.5,86.5,0.43119266055045874,0.0,-2.0,-1.0,-6.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,155,146.0,86.0,0.43137254901960786,-0.5,-0.5,-0.5,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,156,147.0,85.5,0.42990654205607476,1.0,-0.5,1.5,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,157,146.5,86.5,0.43119266055045874,-0.5,1.0,-1.5,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,158,145.0,88.0,0.46296296296296297,-1.5,1.5,-1.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,159,147.5,85.5,0.3944954128440367,2.5,-2.5,4.0,-4.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,160,146.0,86.0,0.45098039215686275,-1.5,0.5,-4.0,3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,161,143.5,87.5,0.4953271028037383,-2.5,1.5,-1.0,1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,162,145.0,86.0,0.4528301886792453,1.5,-1.5,4.0,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,163,146.5,88.0,0.44545454545454544,1.5,2.0,0.0,3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,164,146.0,86.5,0.44036697247706424,-0.5,-1.5,-2.0,-3.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,165,144.5,87.0,0.4722222222222222,-1.5,0.5,-1.0,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,166,144.0,87.0,0.4727272727272727,-0.5,0.0,1.0,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,167,146.0,86.5,0.5142857142857142,2.0,-0.5,2.5,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,168,143.5,89.0,0.4811320754716981,-2.5,2.5,-4.5,3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,169,145.0,86.0,0.5,1.5,-3.0,4.0,-5.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,170,146.5,90.0,0.4152542372881356,1.5,4.0,0.0,7.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,171,145.0,86.0,0.5490196078431373,-1.5,-4.0,-3.0,-8.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,172,145.0,86.0,0.5490196078431373,0.0,0.0,1.5,4.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,173,144.0,84.5,0.5242718446601942,-1.0,-1.5,-1.0,-1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,174,144.0,84.5,0.5242718446601942,0.0,0.0,1.0,1.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,175,145.5,87.5,0.48623853211009177,1.5,3.0,1.5,3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,176,145.5,87.5,0.48623853211009177,0.0,0.0,-1.5,-3.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,177,144.0,87.5,0.44036697247706424,-1.5,0.0,-1.5,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,178,144.0,87.5,0.44036697247706424,0.0,0.0,1.5,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,179,145.5,88.5,0.46788990825688076,1.5,1.0,1.5,1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,180,146.5,88.5,0.46788990825688076,1.0,0.0,-0.5,-1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,181,146.5,88.5,0.46788990825688076,0.0,0.0,-1.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,182,143.5,86.0,0.5,-3.0,-2.5,-3.0,-2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,183,144.0,86.0,0.4528301886792453,0.5,0.0,3.5,2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,184,144.0,86.0,0.4528301886792453,0.0,0.0,-0.5,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,185,142.5,87.0,0.45,-1.5,1.0,-1.5,1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,186,142.5,87.0,0.45,0.0,0.0,1.5,-1.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,187,145.5,86.5,0.43119266055045874,3.0,-0.5,3.0,-0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,188,145.5,86.5,0.43119266055045874,0.0,0.0,-3.0,0.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,189,145.0,84.0,0.4423076923076923,-0.5,-2.5,-0.5,-2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,190,143.5,84.0,0.47115384615384615,-1.5,0.0,-1.0,2.5,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,191,145.5,86.0,0.44545454545454544,2.0,2.0,3.5,2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video1.txt,192,145.5,86.0,0.44545454545454544,0.0,0.0,-2.0,-2.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,1,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,2,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,3,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,4,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,5,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,6,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,7,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,8,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
C:/Users/Admin/Desktop/nofall/annotation_files\video10.txt,9,66.0,101.0,0.5892857142857143,0.0,0.0,0.0,0.0,0
